Date,Open,High,low,Close,Adj close,Volume
2023-05-26,124.065002,126,123.290001,125.43,125.43,25154700
2023-05-30,126.290001,126.379997,122.889999,124.639999,124.639999,27230700
2023-05-31,123.699997,124.900002,123.099998,123.370003,123.370003,41548800
2023-06-01,123.5,125.040001,123.300003,124.370003,124.370003,25017700
2023-06-02,124.489998,126.745003,124.349998,125.230003,125.230003,19362400
2023-06-05,124.610001,127.989998,124.379997,126.629997,126.629997,22672500
2023-06-06,126.599998,128.880005,125.970001,127.910004,127.910004,19450100
2023-06-07,127.574997,129.550003,122.629997,122.940002,122.940002,34179300
2023-06-08,122.584999,123.730003,122.010002,122.669998,122.669998,24815000
2023-06-09,122.559998,124.285004,122.419998,122.870003,122.870003,20304500
2023-06-12,123.394997,124.75,122.349998,124.349998,124.349998,22255700
2023-06-13,125.650002,125.860001,123.845001,124.43,124.43,19287700
2023-06-14,123.800003,124.790001,122.160004,124.379997,124.379997,24659600
2023-06-15,123.879997,126.160004,123.139999,125.790001,125.790001,24517100
2023-06-16,126.699997,126.699997,123.790001,124.059998,124.059998,56686800
2023-06-20,123.535004,125.175003,122.830002,123.849998,123.849998,22698000
2023-06-21,123.235001,123.410004,120.860001,121.260002,121.260002,22612000
2023-06-22,120.660004,123.934998,119.599998,123.870003,123.870003,20781900
2023-06-23,122.040001,123.440002,121.860001,123.019997,123.019997,29542900
2023-06-26,121.466003,122.720001,118.989998,119.089996,119.089996,23185000
2023-06-27,117.839996,119.894997,116.910004,119.010002,119.010002,27221700
2023-06-28,117.959999,121.269997,117.599998,121.080002,121.080002,19753100
2023-06-29,120.089996,120.910004,119.209999,120.010002,120.010002,18517500
2023-06-30,121.099998,122.029999,120.879997,120.970001,120.970001,23865800
2023-07-03,120.32,121.019997,119.705002,120.559998,120.559998,13888300
2023-07-05,120.059998,123.370003,120.059998,122.629997,122.629997,17830300
2023-07-06,120.639999,121.150002,119.25,120.93,120.93,17732500
2023-07-07,120.889999,121.75,120.089996,120.139999,120.139999,20982400
2023-07-10,119.07,119.07,116.639999,116.870003,116.870003,32960100
2023-07-11,116.760002,118.224998,115.830002,117.709999,117.709999,18286600
2023-07-12,119.300003,120.959999,119,119.620003,119.620003,22059600
2023-07-13,121.540001,125.334999,121.059998,124.830002,124.830002,31535900
2023-07-14,125.129997,127.089996,124.900002,125.699997,125.699997,20482800
2023-07-17,126.059998,127.279999,124.5,125.059998,125.059998,20675300
2023-07-18,124.904999,124.989998,123.300003,124.080002,124.080002,21071200
2023-07-19,124.790001,125.470001,122.470001,122.779999,122.779999,22313800
2023-07-20,122.120003,124.699997,118.684998,119.529999,119.529999,27541700
2023-07-21,120.870003,121.300003,119.07,120.309998,120.309998,56498100
2023-07-24,121.926003,123.349998,121.379997,121.879997,121.879997,22276100
2023-07-25,121.879997,123.690002,121.529999,122.790001,122.790001,31820800
2023-07-26,130.360001,131.369995,128.710007,129.660004,129.660004,46216900
2023-07-27,131.800003,133.600006,129.179993,129.869995,129.869995,35931600
2023-07-28,130.970001,134.070007,130.919998,133.009995,133.009995,26971000
2023-07-31,133.009995,133.830002,132.130005,133.110001,133.110001,18381900
2023-08-01,130.854996,132.919998,130.75,131.889999,131.889999,22154300
2023-08-02,129.839996,130.419998,127.849998,128.639999,128.639999,22705800
2023-08-03,128.369995,129.770004,127.775002,128.770004,128.770004,15018100
2023-08-04,129.600006,131.929993,128.315002,128.539993,128.539993,20509500
2023-08-07,129.509995,132.059998,129.429993,131.940002,131.940002,17621000
2023-08-08,130.979996,131.940002,130.130005,131.839996,131.839996,16836000
2023-08-09,132.190002,132.470001,129.505005,130.149994,130.149994,17745200
2023-08-10,131.970001,132.647003,130.035004,130.210007,130.210007,17855700
2023-08-11,129.201996,130.440002,128.75,130.169998,130.169998,15191500
2023-08-14,129.850006,131.910004,129.589996,131.830002,131.830002,17526200
2023-08-15,131.589996,131.990005,129.819,130.270004,130.270004,14769200
2023-08-16,129.279999,130.897995,128.460007,129.110001,129.110001,17548400
2023-08-17,130.449997,132.490997,129.850006,130.460007,130.460007,23665600
2023-08-18,129.059998,129.830002,127,128.110001,128.110001,23619400
2023-08-21,127.849998,129.259995,127.160004,128.929993,128.929993,21851100
2023-08-22,129.130005,130.949997,128.925003,129.690002,129.690002,15569400
2023-08-23,130.850006,134.070007,130.509995,133.210007,133.210007,26497000
2023-08-24,134.727005,134.970001,130.300003,130.419998,130.419998,18680400
2023-08-25,130.139999,131.399994,128.039993,130.690002,130.690002,20678100
2023-08-28,132.080002,133.240005,130.850006,131.789993,131.789993,16715500
2023-08-29,132.998001,137.294998,132.979996,135.490005,135.490005,30803300
2023-08-30,135.570007,137.25,135.020996,136.929993,136.929993,21773400
2023-08-31,137.050003,138.399994,136.820007,137.350006,137.350006,28147900
2023-09-01,138.429993,138.580002,135.940002,136.800003,136.800003,16665700
2023-09-05,136.440002,137.369995,135.559998,136.710007,136.710007,17730200
2023-09-06,137.014999,137.479996,134.690002,135.369995,135.369995,15814300
2023-09-07,134.600006,136.580002,133.960007,136.199997,136.199997,16976000
2023-09-08,135.869995,137.514999,135.869995,137.199997,137.199997,17810700
2023-09-11,137.380005,138.264008,136.550003,137.740005,137.740005,17180800
2023-09-12,137.130005,137.639999,135.929993,136.070007,136.070007,15212900
2023-09-13,135.899994,137.699997,134.929993,137.5,137.5,16394900
2023-09-14,138.389999,139.550003,137.059998,138.990005,138.990005,19064600
2023-09-15,138.800003,139.360001,137.179993,138.300003,138.300003,48947600
2023-09-18,137.630005,139.929993,137.630005,138.960007,138.960007,16233600
2023-09-19,138.25,139.175003,137.5,138.830002,138.830002,15479100
2023-09-20,138.830002,138.839996,134.520004,134.589996,134.589996,21473500
2023-09-21,132.389999,133.190002,131.089996,131.360001,131.360001,22042700
2023-09-22,131.679993,133.009995,130.509995,131.25,131.25,17348700
2023-09-25,130.770004,132.220001,130.029999,132.169998,132.169998,14650000
2023-09-26,130.914001,131.404999,128.190002,129.449997,129.449997,20378800
2023-09-27,129.440002,131.720001,129.380005,131.460007,131.460007,18764200
2023-09-28,130.690002,134.179993,130.690002,133.130005,133.130005,18201400
2023-09-29,134.080002,134.889999,131.320007,131.850006,131.850006,23224200
2023-10-02,132.154999,135.360001,132.065002,135.169998,135.169998,19210400
2023-10-03,134.929993,135.240005,132.815002,133.300003,133.300003,19628700
2023-10-04,133.660004,136.570007,133.429993,136.270004,136.270004,22848000
2023-10-05,136.130005,136.5,134.455002,135.990005,135.990005,15922900
2023-10-06,134.940002,139.186005,134.940002,138.729996,138.729996,20819300
2023-10-09,137.990005,139.970001,136.699997,139.5,139.5,16599100
2023-10-10,139.509995,140.740005,138.429993,139.199997,139.199997,19554900
2023-10-11,139.850006,142.220001,139.839996,141.699997,141.699997,20146300
2023-10-12,142.160004,142.380005,139.449997,140.289993,140.289993,18173100
2023-10-13,140.649994,141.339996,137.970001,138.580002,138.580002,19438700
2023-10-16,139.729996,140.904999,139.320007,140.490005,140.490005,17345600
2023-10-17,140.029999,141.25,138.529007,140.990005,140.990005,17424000
2023-10-18,140.75,141.990005,138.705002,139.279999,139.279999,18304900
2023-10-19,139.800003,141.005005,138.600006,138.979996,138.979996,21831200
2023-10-20,138.589996,139.039993,136.244995,136.740005,136.740005,24953900
2023-10-23,136.229996,139.020004,135.110001,137.899994,137.899994,20780700
2023-10-24,139.160004,140.710007,138.75,140.119995,140.119995,26535200
2023-10-25,129.770004,130.100006,126.089996,126.669998,126.669998,58796100
2023-10-26,124.470001,125.459999,122.32,123.440002,123.440002,33907400
2023-10-27,124.029999,124.440002,121.459999,123.400002,123.400002,37367700
2023-10-30,124.459999,126.550003,123.879997,125.75,125.75,24165600
2023-10-31,126.269997,126.559998,123.925003,125.300003,125.300003,21123400
2023-11-01,125.339996,127.739998,124.925003,127.57,127.57,26536600
2023-11-02,129.559998,130.089996,128.110001,128.580002,128.580002,24091700
2023-11-03,129.089996,130.729996,129.009995,130.369995,130.369995,19517900
2023-11-06,130.220001,131.559998,129.929993,131.449997,131.449997,15360400
2023-11-07,131.979996,133.279999,131.139999,132.399994,132.399994,19223800
2023-11-08,132.360001,133.539993,132.160004,133.259995,133.259995,15093600
2023-11-09,133.360001,133.960007,131.509995,131.690002,131.690002,17976500
2023-11-10,131.529999,134.270004,130.869995,134.059998,134.059998,20872900
2023-11-13,133.360001,134.110001,132.770004,133.639999,133.639999,16409900
2023-11-14,135.649994,137.240005,135.100006,135.429993,135.429993,22317300
2023-11-15,136.639999,136.839996,135.330002,136.380005,136.380005,15840900
2023-11-16,136.960007,138.880005,136.080002,138.699997,138.699997,17615100
2023-11-17,137.820007,138,135.479996,136.940002,136.940002,25565300
2023-11-20,135.5,138.425003,135.490005,137.919998,137.919998,19569400
2023-11-21,137.940002,138.964996,137.705002,138.619995,138.619995,17648100
2023-11-22,139.100006,141.100006,139,140.020004,140.020004,17306400
2023-11-24,139.539993,139.677002,137.470001,138.220001,138.220001,8828600
2023-11-27,137.570007,139.630005,137.539993,138.050003,138.050003,17886400
2023-11-28,137.630005,138.660004,137.039993,138.619995,138.619995,17046900
2023-11-29,138.985001,139.669998,136.294998,136.399994,136.399994,21014700
2023-11-30,136.399994,136.960007,132.789993,133.919998,133.919998,29913500
2023-12-01,133.320007,133.5,132.151993,133.320007,133.320007,24258400
2023-12-04,131.294006,131.449997,129.399994,130.630005,130.630005,24117100
2023-12-05,130.369995,133.539993,129.729996,132.389999,132.389999,19235100
2023-12-06,132.899994,133.309998,131.309998,131.429993,131.429993,16360600
2023-12-07,136.600006,140,136.229996,138.449997,138.449997,38419400
2023-12-08,135.660004,137.990005,135.570007,136.639999,136.639999,22990900
2023-12-11,133.820007,134.789993,132.889999,134.699997,134.699997,24502900
2023-12-12,133.270004,134.539993,132.830002,133.639999,133.639999,26584000
2023-12-13,134.544998,134.779999,132.949997,133.970001,133.970001,25414500
2023-12-14,134.770004,135.035004,131.059998,133.199997,133.199997,29619100
2023-12-15,132.919998,134.830002,132.630005,133.839996,133.839996,58569400
2023-12-18,133.860001,138.380005,133.770004,137.190002,137.190002,25699800
2023-12-19,138,138.770004,137.449997,138.100006,138.100006,20661000
2023-12-20,140.330002,143.078003,139.410004,139.660004,139.660004,33507300
2023-12-21,140.770004,142.029999,140.473007,141.800003,141.800003,18101500
2023-12-22,142.130005,143.25,142.054993,142.720001,142.720001,18494700
2023-12-26,142.979996,143.945007,142.5,142.820007,142.820007,11170100
2023-12-27,142.830002,143.320007,141.050995,141.440002,141.440002,17288400
2023-12-28,141.850006,142.270004,140.828003,141.279999,141.279999,12192500
2023-12-29,140.679993,141.434998,139.899994,140.929993,140.929993,14872700
2024-01-02,139.600006,140.615005,137.740005,139.559998,139.559998,20071900
2024-01-03,138.600006,141.089996,138.429993,140.360001,140.360001,18974300
2024-01-04,139.850006,140.634995,138.009995,138.039993,138.039993,18253300
2024-01-05,138.352005,138.809998,136.850006,137.389999,137.389999,15433200
2024-01-08,138,140.639999,137.880005,140.529999,140.529999,17645300
2024-01-09,140.059998,142.800003,139.789993,142.559998,142.559998,19579700
2024-01-10,142.520004,144.524994,142.460007,143.800003,143.800003,16641900
2024-01-11,144.895004,146.660004,142.214996,143.669998,143.669998,17471100
2024-01-12,144.339996,144.740005,143.360001,144.240005,144.240005,13995200
2024-01-16,143.429993,145.839996,143.056,144.080002,144.080002,19198900
2024-01-17,142.910004,143.410004,140.509995,142.889999,142.889999,17884500
2024-01-18,143.440002,145.585007,143.350006,144.990005,144.990005,18876800
2024-01-19,146.304993,148.039993,145.800003,147.970001,147.970001,27170900
2024-01-22,148.710007,150.014999,147.580002,147.710007,147.710007,21829200
2024-01-23,147.720001,148.860001,147.190002,148.679993,148.679993,14113600
2024-01-24,150.289993,151.570007,149.839996,150.350006,150.350006,19245000
2024-01-25,151.740005,154.759995,151.220001,153.639999,153.639999,21495100
2024-01-26,152.869995,154.110001,152.800003,153.789993,153.789993,19494500
2024-01-29,153.639999,155.199997,152.919998,154.839996,154.839996,20909300
2024-01-30,154.009995,155.039993,152.774994,153.050003,153.050003,26578900
2024-01-31,145.389999,145.589996,141.550003,141.800003,141.800003,43908600
2024-02-01,143.690002,144.619995,142.259995,142.710007,142.710007,25526900
2024-02-02,140.889999,143.880005,138.169998,143.539993,143.539993,42116900
2024-02-05,144.039993,146.669998,143.910004,144.929993,144.929993,29254400
2024-02-06,145.960007,146.740005,144.520004,145.410004,145.410004,21517700
2024-02-07,146.119995,147,145.210007,146.679993,146.679993,21436100
2024-02-08,146.970001,147.610001,146.419998,147.220001,147.220001,18241300
2024-02-09,147.949997,150.695007,147.429993,150.220001,150.220001,21877700
2024-02-12,149.539993,150.589996,148.559998,148.729996,148.729996,17236100
2024-02-13,146.070007,148.039993,145.110001,146.369995,146.369995,18138500
2024-02-14,147.369995,147.830002,145.554993,147.139999,147.139999,16651800
2024-02-15,144.460007,144.759995,141.880005,143.940002,143.940002,26724300
2024-02-16,144.210007,144.479996,141.520004,141.759995,141.759995,21849700
2024-02-20,140.940002,143.328995,140.800003,142.199997,142.199997,18625600
2024-02-21,142.639999,143.979996,141.910004,143.839996,143.839996,16499600
2024-02-22,146.119995,146.199997,144.009995,145.320007,145.320007,23024700
2024-02-23,144.970001,145.955002,144.789993,145.289993,145.289993,14519400
2024-02-26,143.449997,143.839996,138.740005,138.75,138.75,33513000
2024-02-27,139.410004,140.490005,138.5,140.100006,140.100006,22364000
2024-02-28,139.100006,139.279999,136.639999,137.429993,137.429993,30628700
2024-02-29,138.350006,139.949997,137.570007,139.779999,139.779999,35485000
2024-03-01,139.610001,140,137.975006,138.080002,138.080002,28522000
2024-03-04,136.539993,136.630005,132.860001,134.199997,134.199997,43571500
2024-03-05,132.740005,134.020004,131.550003,133.779999,133.779999,28447600
2024-03-06,134.240005,134.740005,131.949997,132.559998,132.559998,23175200
2024-03-07,133.889999,135.820007,132.660004,135.240005,135.240005,24107300
2024-03-08,135.035004,138.985001,134.800003,136.289993,136.289993,26472400
2024-03-11,137.070007,139.979996,137.070007,138.940002,138.940002,22536400
2024-03-12,138.25,140.279999,138.210007,139.619995,139.619995,19019700
2024-03-13,140.059998,142.190002,140.009995,140.770004,140.770004,19637000
2024-03-14,142.300003,144.729996,141.485001,144.339996,144.339996,36117900
2024-03-15,143.410004,144.339996,141.130005,142.169998,142.169998,41025900
2024-03-18,149.369995,152.929993,148.139999,148.479996,148.479996,47676700
2024-03-19,148.979996,149.619995,147.009995,147.919998,147.919998,17748400
2024-03-20,148.789993,149.759995,147.664993,149.679993,149.679993,17730000
2024-03-21,150.320007,151.304993,148.009995,148.740005,148.740005,19843900
2024-03-22,150.240005,152.559998,150.089996,151.770004,151.770004,19226300
2024-03-25,150.949997,151.455994,148.800003,151.149994,151.149994,15114700
2024-03-26,151.240005,153.199997,151.029999,151.699997,151.699997,19312700
2024-03-27,152.145004,152.690002,150.130005,151.940002,151.940002,16622000
2024-03-28,152,152.669998,151.330002,152.259995,152.259995,21105600
2024-04-01,151.830002,157,151.649994,156.5,156.5,24469800
2024-04-02,154.75,155.990005,153.460007,155.869995,155.869995,17598100
2024-04-03,154.919998,156.550003,154.132004,156.369995,156.369995,17266200
2024-04-04,155.080002,156.179993,151.880005,151.940002,151.940002,24184800
2024-04-05,151.679993,154.839996,151.080994,153.940002,153.940002,16289800
2024-04-08,154.014999,156.654999,153.990005,156.139999,156.139999,16641500
2024-04-09,157.350006,159.889999,156.639999,158.139999,158.139999,21538100
2024-04-10,157.880005,158.160004,156.199997,157.660004,157.660004,16339200
2024-04-11,158.339996,161.119995,157.929993,160.789993,160.789993,17841700
2024-04-12,159.404999,161.699997,158.600006,159.190002,159.190002,16968200
2024-04-15,160.279999,160.830002,156.149994,156.330002,156.330002,21140900
2024-04-16,155.639999,157.229996,155.050003,156,156,15413200
2024-04-17,157.190002,158.681,156.134995,156.880005,156.880005,16237800
2024-04-18,156.925003,158.485001,156.210007,157.460007,157.460007,14016100
2024-04-19,157.75,157.990005,153.910004,155.720001,155.720001,20063900
2024-04-22,156.009995,159.184998,155.660004,157.949997,157.949997,17243900
2024-04-23,158.589996,160.479996,157.964996,159.919998,159.919998,16115400
2024-04-24,159.089996,161.389999,158.820007,161.100006,161.100006,19485700
2024-04-25,153.360001,158.279999,152.768005,157.949997,157.949997,36197800
2024-04-26,175.990005,176.419998,171.399994,173.690002,173.690002,56500800
2024-04-29,170.770004,171.380005,167.059998,167.899994,167.899994,35914600
2024-04-30,167.380005,169.869995,164.5,164.639999,164.639999,29420800
2024-05-01,166.179993,168.809998,164.899994,165.570007,165.570007,25223200
2024-05-02,166.669998,168.529999,165.690002,168.460007,168.460007,17041100
2024-05-03,169.539993,169.850006,164.979996,168.990005,168.990005,22767100
2024-05-06,169.220001,169.899994,167.889999,169.830002,169.830002,15147900
2024-05-07,170.119995,173.470001,170,172.979996,172.979996,21102400
2024-05-08,170.75,171.908997,170.522003,171.160004,171.160004,14569900
2024-05-09,171.149994,172.440002,169.929993,171.580002,171.580002,11937700
2024-05-10,169.690002,171.339996,167.910004,170.289993,170.289993,18740500
2024-05-13,165.847,170.949997,165.759995,170.899994,170.899994,19648600
2024-05-14,171.589996,172.779999,170.419998,171.929993,171.929993,18729500
2024-05-15,172.300003,174.046005,172.029999,173.880005,173.880005,20958200
2024-05-16,174.600006,176.339996,174.050003,175.429993,175.429993,17247300
2024-05-17,175.550003,177.494995,174.979996,177.289993,177.289993,16546400
2024-05-20,177.309998,179.949997,177.225006,178.460007,178.460007,17495100
2024-05-21,178.399994,179.820007,177.309998,179.539993,179.539993,14706000
2024-05-22,178.399994,178.852005,176.779999,178,178,16189400
2024-05-23,178.779999,179.910004,174.539993,175.059998,175.059998,14928400
2024-05-24,176.520004,177.304001,175.199997,176.330002,176.330002,11400600